1098,661
1126,663
1155,664
1184,665
1213,666
1242,668
1271,669
1301,671
1331,673
1362,675
1394,677
1426,679
1459,682
1493,684
1528,687
1564,690
1602,693
1641,696
1682,700
1723,704
1096,690
1124,691
1153,692
1182,694
1211,695
1240,697
1270,699
1299,701
1330,704
1361,706
1392,709
1425,712
1457,714
1492,718
1527,721
1563,725
1601,729
1640,733
1681,737
1723,742
1093,718
1122,720
1151,721
1180,723
1209,725
1238,727
1268,729
1297,732
1328,734
1359,737
1390,740
1423,744
1456,747
1490,751
1525,755
1562,760
1600,764
1639,769
1680,775
1722,780
1090,747
1119,749
1148,750
1177,752
1206,755
1235,757
1265,760
1295,763
1326,766
1357,769
1388,773
1421,777
1454,781
1489,785
1524,790
1561,795
1599,800
1638,806
1679,812
1721,819
1087,776
1116,778
1145,780
1174,782
1203,785
1232,788
1262,791
1292,794
1323,797
1354,801
1386,805
1419,810
1452,815
1487,820
1522,825
1559,831
1598,837
1637,844
1678,851
1720,859
1083,806
1112,808
1141,810
1170,813
1200,816
1229,819
1259,822
1289,826
1320,830
1351,834
1384,839
1417,844
1450,849
1485,855
1521,861
1558,867
1596,874
1636,882
1677,890
1719,899
1079,835
1108,838
1137,840
1166,843
1196,847
1225,850
1256,854
1286,858
1317,862
1348,867
1381,872
1414,878
1448,884
1483,890
1519,897
1556,904
1594,912
1634,921
1676,930
1718,939
