200,196
243,205
283,214
323,222
361,230
399,237
435,244
469,250
503,256
537,261
569,266
601,271
632,275
663,279
694,283
724,286
754,290
783,293
812,295
841,298
198,236
240,245
281,253
321,260
359,267
396,273
432,279
467,285
500,290
533,294
566,299
598,303
629,307
660,311
690,314
720,317
749,320
779,323
808,325
837,328
196,276
238,284
279,291
319,297
357,303
393,309
429,314
464,319
497,324
531,328
563,332
594,336
626,339
656,343
686,345
716,348
746,351
775,353
804,355
833,357
194,316
237,322
277,328
316,334
354,339
391,344
427,349
461,353
495,357
528,361
560,364
592,368
623,371
653,373
683,376
713,378
743,381
772,383
801,385
830,387
193,355
235,360
276,366
315,370
352,375
389,379
425,383
459,387
493,390
525,393
558,396
589,399
620,402
650,404
681,406
710,408
740,410
769,412
798,414
826,415
192,393
234,398
274,402
313,406
351,410
387,414
423,417
457,420
491,423
523,425
555,428
587,430
618,432
648,434
678,436
708,438
737,440
766,441
796,443
824,444
190,431
232,435
273,438
312,442
349,445
386,448
421,450
455,453
489,455
522,457
554,459
585,461
616,463
646,464
676,466
706,467
736,468
765,470
794,471
822,472
189,468
231,471
272,474
311,477
348,479
384,481
420,483
454,485
487,487
520,488
552,490
583,491
614,493
645,494
675,495
704,496
734,497
763,498
792,500
820,500
188,506
230,508
271,509
309,511
347,513
383,515
419,516
453,517
486,518
519,520
551,521
582,522
613,523
644,524
674,525
703,525
733,526
762,527
791,528
819,528
187,543
229,544
270,545
309,546
346,547
382,548
418,549
452,550
485,550
518,551
550,552
581,552
612,553
643,553
673,554
703,554
732,555
761,555
790,556
819,556
187,580
229,580
269,580
308,581
346,581
382,581
417,582
452,582
485,582
518,582
550,582
581,583
612,583
643,583
673,583
702,583
732,584
761,584
790,584
818,585
186,617
228,617
269,616
308,615
345,615
382,615
417,614
451,614
484,613
517,613
550,613
581,613
612,613
642,613
673,613
702,612
732,612
761,612
790,612
818,613
185,654
228,653
268,652
307,650
345,649
381,648
417,647
451,646
485,645
517,644
550,644
581,643
612,643
643,642
673,642
703,641
732,641
761,641
790,641
819,641
185,692
227,689
268,687
307,685
345,683
381,681
417,679
451,678
485,677
518,676
550,675
582,674
613,673
643,672
673,671
703,671
733,670
762,669
791,669
820,669
185,730
227,726
268,723
307,720
345,718
381,715
417,713
452,711
485,709
518,707
551,706
582,705
613,703
644,702
675,701
704,700
734,699
763,698
792,698
821,697
184,768
226,764
267,760
307,756
345,752
382,749
418,746
452,744
486,741
519,739
552,737
583,736
615,734
646,732
676,731
706,730
736,728
765,727
794,727
823,726
184,807
226,801
268,796
307,792
346,788
383,784
419,780
453,777
487,774
520,771
553,769
585,767
616,765
647,763
678,761
708,760
737,758
767,757
796,756
825,755
184,846
227,840
268,834
308,829
346,824
383,819
420,815
454,811
489,808
522,804
555,802
587,799
618,796
649,794
680,792
710,790
740,788
769,787
799,785
828,784
184,887
227,879
268,872
308,866
347,861
384,855
421,850
456,846
490,842
524,838
557,834
589,831
621,828
652,826
682,823
712,821
742,819
772,817
802,815
831,813
184,927
227,919
269,911
309,904
348,898
386,892
422,886
458,881
492,876
526,872
559,868
592,864
623,861
654,858
685,855
715,852
746,850
775,847
805,845
834,843
1086,289
1116,287
1145,286
1174,284
1204,282
1234,279
1264,276
1294,273
1326,269
1357,265
1390,261
1423,257
1457,252
1492,247
1528,241
1566,235
1604,228
1644,221
1686,214
1729,206
1090,319
1119,318
1148,316
1177,315
1207,313
1236,311
1266,308
1297,305
1328,302
1359,299
1392,295
1425,292
1459,287
1493,283
1529,277
1566,272
1605,266
1645,260
1686,254
1729,246
1093,349
1122,348
1151,347
1180,345
1209,344
1239,342
1269,340
1299,337
1330,335
1361,332
1393,329
1426,326
1460,322
1494,318
1530,314
1567,309
1605,304
1645,299
1686,293
1729,287
1095,379
1124,378
1153,377
1182,376
1211,374
1241,373
1271,371
1301,369
1331,367
1363,364
1395,362
1427,359
1461,356
1495,353
1530,349
1567,345
1605,341
1645,337
1686,332
1728,327
1097,408
1126,407
1155,406
1184,405
1213,404
1242,403
1272,402
1302,400
1333,398
1364,397
1396,395
1428,392
1461,390
1496,387
1531,384
1567,381
1605,377
1645,374
1686,370
1728,366
1099,437
1128,436
1157,435
1186,435
1215,434
1244,433
1273,432
1303,431
1334,430
1365,428
1397,427
1429,425
1462,423
1496,421
1531,419
1567,416
1605,413
1645,410
1685,407
1727,404
1100,465
1129,465
1158,465
1187,464
1216,464
1245,463
1274,462
1304,462
1335,461
1365,460
1397,459
1429,457
1462,456
1496,454
1531,453
1568,451
1605,449
1644,447
1685,444
1727,442
1101,493
1130,493
1159,493
1188,493
1216,493
1245,493
1275,492
1305,492
1335,491
1366,491
1397,490
1429,489
1462,488
1496,488
1531,486
1567,485
1605,484
1644,483
1685,481
1726,480
1102,521
1130,522
1159,522
1188,522
1217,522
1246,522
1275,522
1305,522
1335,522
1366,521
1397,521
1429,521
1462,521
1496,520
1531,520
1567,519
1605,519
1644,518
1684,518
1726,517
1102,549
1130,550
1159,550
1188,551
1217,551
1246,551
1275,551
1305,552
1335,552
1366,552
1397,553
1429,553
1462,553
1496,553
1531,553
1567,554
1605,554
1643,554
1684,554
1726,555
1102,578
1130,578
1159,579
1188,579
1216,580
1245,581
1275,581
1304,582
1335,582
1365,583
1397,584
1429,584
1462,585
1496,586
1530,587
1566,588
1604,589
1643,590
1684,591
1725,592
1101,606
1129,606
1158,607
1187,608
1216,609
1245,609
1274,611
1304,611
1334,612
1364,614
1396,615
1428,616
1461,618
1495,619
1530,620
1566,622
1604,624
1643,625
1683,627
1725,629
1099,633
1128,635
1157,635
1186,636
1214,638
1243,639
1273,640
1302,641
1333,643
1363,644
1395,646
1427,648
1460,650
1494,651
1529,654
1565,656
1603,658
1642,661
1682,664
1724,667
